Héctor Humberto Gutiérrez de la Garza,http://curul501.org/congresistas/863
Roberto Ruiz Moronatti,http://curul501.org/congresistas/935
Diana Karina Velázquez Ramírez,http://curul501.org/congresistas/960
Paulina Alejandra del Moral Vega,http://curul501.org/congresistas/817
Rodimiro Barrera Estrada,http://curul501.org/congresistas/783
Héctor García García,http://curul501.org/congresistas/841
Raymundo King de la Rosa,http://curul501.org/congresistas/874
Aurora Denisse Ugalde Alegría,http://curul501.org/congresistas/950
Gloria Elizabeth Núñez Sánchez,http://curul501.org/congresistas/906
José Rangel Espinosa,http://curul501.org/congresistas/924
Juan Manuel Carbajal Hernández,http://curul501.org/congresistas/799
José Everardo Nava Gómez,http://curul501.org/congresistas/902
José Alberto Rodríguez Calderón,http://curul501.org/congresistas/901
Miguel Ángel Aguayo López,http://curul501.org/congresistas/763
Leobardo Alcalá Padilla,http://curul501.org/congresistas/764
Luis Ricardo Aldana Prieto,http://curul501.org/congresistas/765
Ana Isabel Allende Cano,http://curul501.org/congresistas/766
María Elvia Amaya Araujo,http://curul501.org/congresistas/768
Manuel Añorve Baños,http://curul501.org/congresistas/770
Elsa Patricia Araujo de la Torre,http://curul501.org/congresistas/771
Salvador Arellano Guzmán,http://curul501.org/congresistas/772
Alma Jeany Arroyo Ruiz,http://curul501.org/congresistas/773
Francisco Agustín Arroyo Vieyra,http://curul501.org/congresistas/774
Antonio Francisco Astiazarán Gutiérrez,http://curul501.org/congresistas/775
Kamel Athie Flores,http://curul501.org/congresistas/776
Darío Badillo Ramírez,http://curul501.org/congresistas/778
Salvador Barajas del Toro,http://curul501.org/congresistas/779
Marco Antonio Barba Mariscal,http://curul501.org/congresistas/780
Petra Barrera Barrera,http://curul501.org/congresistas/782
Laura Barrera Fortoul,http://curul501.org/congresistas/784
Noé Barrueta Barrón,http://curul501.org/congresistas/785
Óscar Bautista Villegas,http://curul501.org/congresistas/786
Manlio Fabio Beltrones Rivera,http://curul501.org/congresistas/787
Sue Ellen Bernal Bolnik,http://curul501.org/congresistas/788
Andrés Marco Antonio Bernal Gutierrez,http://curul501.org/congresistas/789
Landy Margarita Berzunza Novelo,http://curul501.org/congresistas/790
Adolfo Bonilla Gómez,http://curul501.org/congresistas/791
Benito Caballero Garza,http://curul501.org/congresistas/792
María Elia Cabañas Aparicio,http://curul501.org/congresistas/793
Leticia Calderón Ramírez,http://curul501.org/congresistas/794
Brenda María Izontli Alvarado Sánchez,http://curul501.org/congresistas/767
Brasil Alberto Acosta Peña,http://curul501.org/congresistas/762
Alfredo Anaya Gudiño,http://curul501.org/congresistas/769
Carlos Humberto Aceves del Olmo,http://curul501.org/congresistas/761
Delvim Fabiola Bárcenas Nieves,http://curul501.org/congresistas/781
Flor Ayala Robles Linares,http://curul501.org/congresistas/777
Marco Antonio Calzada Arroyo,http://curul501.org/congresistas/795
María Elena Cano Ayala,http://curul501.org/congresistas/797
Eloy Cantú Segovia,http://curul501.org/congresistas/798
Enrique Cárdenas del Avellano,http://curul501.org/congresistas/801
Minerva Castillo Rodríguez,http://curul501.org/congresistas/803
Fernando Jorge Castro Trenti,http://curul501.org/congresistas/805
Fernando Charleston Hernández,http://curul501.org/congresistas/806
Sergio Chávez Dávalos,http://curul501.org/congresistas/807
Frine Soraya Córdova Morán,http://curul501.org/congresistas/809
Francisca Elena Corrales Corrales,http://curul501.org/congresistas/811
Maricruz Cruz Morales,http://curul501.org/congresistas/812
Alberto Curi Naime,http://curul501.org/congresistas/813
Rosalba de la Cruz Requena,http://curul501.org/congresistas/814
Jorge del Angel Acosta,http://curul501.org/congresistas/816
Antonio De Jesús Díaz Athié,http://curul501.org/congresistas/819
Víctor Manuel Díaz Palacios,http://curul501.org/congresistas/820
José Enrique Doger Guerrero,http://curul501.org/congresistas/822
José Ignacio Duarte Murillo,http://curul501.org/congresistas/824
Irma Elizondo Ramírez,http://curul501.org/congresistas/825
José Rubén Escajeda Jiménez,http://curul501.org/congresistas/826
Faustino Francisco Félix Chávez,http://curul501.org/congresistas/827
Francisco Javier Fernández Clamont,http://curul501.org/congresistas/828
María del Rocío Corona Nakamura,http://curul501.org/congresistas/810
Miriam Cárdenas Cantú,http://curul501.org/congresistas/800
Claudia Delgadillo González,http://curul501.org/congresistas/818
José Luis Flores Gómez,http://curul501.org/congresistas/830
Fernando Donato de las Fuentes Hernández,http://curul501.org/congresistas/815
Luis Armando Córdova Díaz,http://curul501.org/congresistas/808
Pedro Ignacio Domínguez Zepeda,http://curul501.org/congresistas/823
Lisando Arístides Campos Córdova,http://curul501.org/congresistas/796
Juan Isidro del Bosque Márquez,http://curul501.org/congresistas/821
Julio César Flemate Ramírez,http://curul501.org/congresistas/829
Miguel Alfonso Vildosola Lacarra,http://curul501.org/congresistas/804
Angelina Carreño Mijares,http://curul501.org/congresistas/802
José Luis Flores Méndez,http://curul501.org/congresistas/831
Adriana Fuentes Téllez,http://curul501.org/congresistas/833
Erika Yolanda Funes Velázquez,http://curul501.org/congresistas/834
Heriberto Manuel Galindo Quiñones,http://curul501.org/congresistas/835
Mariana Garay Cabada,http://curul501.org/congresistas/838
María del Carmen García,http://curul501.org/congresistas/839
María de las Nieves García Fernández,http://curul501.org/congresistas/840
Josefina García Hernández,http://curul501.org/congresistas/842
María Esther Garza Moreno,http://curul501.org/congresistas/844
Celia Isabel Gauna Ruíz de León,http://curul501.org/congresistas/845
Blanca Esthela Gómez Carmona,http://curul501.org/congresistas/846
Pedro Gómez Gómez,http://curul501.org/congresistas/847
Luis Gómez Gómez,http://curul501.org/congresistas/848
Roy Argel Gómez Olguín,http://curul501.org/congresistas/849
Eligio Cuitláhuac González Farías,http://curul501.org/congresistas/852
Irazema González Martínez,http://curul501.org/congresistas/853
Rafael González Reséndiz,http://curul501.org/congresistas/854
Marco Antonio González Valdez,http://curul501.org/congresistas/855
Francisco González Vargas,http://curul501.org/congresistas/856
Francisco Grajales Palacios,http://curul501.org/congresistas/857
Abel Guerra Garza,http://curul501.org/congresistas/859
Javier Filiberto Guevara González,http://curul501.org/congresistas/860
Samuel Gurrión Matías,http://curul501.org/congresistas/861
Harvey Gutiérrez Álvarez,http://curul501.org/congresistas/862
Gaudencio Hernández Burgos,http://curul501.org/congresistas/864
Noé Hernández González,http://curul501.org/congresistas/865
Raúl Santos Galván Villanueva,http://curul501.org/congresistas/836
Rosalba Gualito Castañeda,http://curul501.org/congresistas/858
Amira Gricelda Gómez Tueme,http://curul501.org/congresistas/850
Cristina González Cruz,http://curul501.org/congresistas/851
Lizbeth Loy Gamboa Song,http://curul501.org/congresistas/837
María del Rocío García Olmedo,http://curul501.org/congresistas/843
Patricio Flores Sandoval,http://curul501.org/congresistas/832
Adriana Hernández Íñiguez,http://curul501.org/congresistas/866
Myrna Esmeralda Hernández Morales,http://curul501.org/congresistas/867
Gerardo Xavier Hernández Tapia,http://curul501.org/congresistas/868
Jorge Herrera Delgado,http://curul501.org/congresistas/869
Gilberto Antonio Hirata Chico,http://curul501.org/congresistas/870
María de Jesús Huerta Rea,http://curul501.org/congresistas/871
Juan Marcos Issa Salomón,http://curul501.org/congresistas/873
Gerardo Liceaga Arteaga,http://curul501.org/congresistas/875
Jaime Chris López Alvarado,http://curul501.org/congresistas/876
Raúl Macías Sandoval,http://curul501.org/congresistas/879
María Angélica Magaña Zepeda,http://curul501.org/congresistas/881
Fernando Alfredo Maldonado Hernández,http://curul501.org/congresistas/882
José Sergio Manzur Quiroga,http://curul501.org/congresistas/883
José Luis Márquez Martínez,http://curul501.org/congresistas/884
Esther Angélica Martínez Cárdenas,http://curul501.org/congresistas/886
Nuvia Magdalena Mayorga Delgado,http://curul501.org/congresistas/887
Jorge Mendoza Garza,http://curul501.org/congresistas/889
Sonia Catalina Mercado Gallegos,http://curul501.org/congresistas/890
Emilse Miranda Munive,http://curul501.org/congresistas/891
Abraham Montes Alvarado,http://curul501.org/congresistas/893
Rafael Alejandro Moreno Cárdenas,http://curul501.org/congresistas/896
Pilar Moreno Montoya,http://curul501.org/congresistas/897
Dulce María Muñiz Martínez,http://curul501.org/congresistas/898
Luis Alfredo Murguía Lardizabal,http://curul501.org/congresistas/900
José Isidro Moreno Árcega,http://curul501.org/congresistas/895
María Leticia Mendoza Curiel,http://curul501.org/congresistas/888
Silvia Márquez Velasco,http://curul501.org/congresistas/885
José Alejandro Montano Guzmán,http://curul501.org/congresistas/892
Tomás López Landero,http://curul501.org/congresistas/877
Javier López Zavala,http://curul501.org/congresistas/878
Jesús Morales Flores,http://curul501.org/congresistas/894
Arely Madrid Tovilla,http://curul501.org/congresistas/880
Alfonso Inzunza Montoya,http://curul501.org/congresistas/872
Felipe de Jesús Muñoz Kapamas,http://curul501.org/congresistas/899
Ma. Concepción Navarrete Vital,http://curul501.org/congresistas/903
Ossiel Omar Niáves López,http://curul501.org/congresistas/905
Arnoldo Ochoa González,http://curul501.org/congresistas/908
Luis Olvera Correa,http://curul501.org/congresistas/909
María del Carmen Ordaz Martínez,http://curul501.org/congresistas/910
Guadalupe Socorro Ortega Pacheco,http://curul501.org/congresistas/911
Ricardo Fidel Pacheco Rodríguez,http://curul501.org/congresistas/913
Román Alfredo Padilla Fierro,http://curul501.org/congresistas/914
Cesáreo Padilla Navarro,http://curul501.org/congresistas/915
Zita Beatriz Pazzi Maza,http://curul501.org/congresistas/916
José Noel Pérez de Alba,http://curul501.org/congresistas/918
Elvia María Pérez Escalante,http://curul501.org/congresistas/919
Lourdes Eulalia Quiñones Canales,http://curul501.org/congresistas/923
Alejandro Rangel Segovia,http://curul501.org/congresistas/925
Tania Rellstab Carreto,http://curul501.org/congresistas/926
Patricia Elena Retamoza Vega,http://curul501.org/congresistas/927
Mayra Karina Robles Aguirre,http://curul501.org/congresistas/928
Juan Manuel Rocha Piedad,http://curul501.org/congresistas/929
José Antonio Rojo García de Alba,http://curul501.org/congresistas/930
Jesús Tolentino Román Bojórquez,http://curul501.org/congresistas/931
Salvador Romero Valencia,http://curul501.org/congresistas/932
Blas Ramón Rubio Lara,http://curul501.org/congresistas/933
Genaro Ruiz Arriaga,http://curul501.org/congresistas/934
Cristina Ruiz Sandoval,http://curul501.org/congresistas/936
Fernando Salgado Delgado,http://curul501.org/congresistas/938
Leopoldo Sánchez Cruz,http://curul501.org/congresistas/940
César Reynaldo Navarro de Alba,http://curul501.org/congresistas/904
Salvador Ortíz García,http://curul501.org/congresistas/912
Mauricio Sahui Rivero,http://curul501.org/congresistas/937
Abel Octavio Salgado Peña,http://curul501.org/congresistas/939
Socorro de la Luz Quintana León,http://curul501.org/congresistas/922
Hugo Mauricio Pérez Anzueto,http://curul501.org/congresistas/917
Williams Oswaldo Ochoa Gallegos,http://curul501.org/congresistas/907
Norma Ponce Orozco,http://curul501.org/congresistas/920
Eduardo Román Quian Alcocer,http://curul501.org/congresistas/921
Carlos Sánchez Romero,http://curul501.org/congresistas/941
María Fernanda Schroeder Verdugo,http://curul501.org/congresistas/943
María Rebeca Terán Guevara,http://curul501.org/congresistas/945
Sergio Torres Félix,http://curul501.org/congresistas/947
Javier Treviño Cantú,http://curul501.org/congresistas/948
Jesús Antonio Valdés Palazuelos,http://curul501.org/congresistas/952
Laura Guadalupe Vargas Vargas,http://curul501.org/congresistas/953
Ponciano Vázquez Parissi,http://curul501.org/congresistas/955
Regina Vázquez Saut,http://curul501.org/congresistas/956
Marco Alonso Vela Reyes,http://curul501.org/congresistas/957
Víctor Hugo Velasco Orozco,http://curul501.org/congresistas/958
Maricela Velázquez Sánchez,http://curul501.org/congresistas/961
Blanca María Villaseñor Gudiño,http://curul501.org/congresistas/962
Alma Marina Vitela Rodríguez,http://curul501.org/congresistas/964
Darío Zacarías Capuchino,http://curul501.org/congresistas/965
Fernando Zamora Morales,http://curul501.org/congresistas/966
Francisco Alberto Zepeda González,http://curul501.org/congresistas/967
Simón Valanci Buzali,http://curul501.org/congresistas/951
William Renán Sosa Altamira,http://curul501.org/congresistas/944
María Guadalupe Sánchez Santiago,http://curul501.org/congresistas/942
Martín de Jesús Vásquez Villanueva,http://curul501.org/congresistas/954
María Guadalupe Velázquez Díaz,http://curul501.org/congresistas/959
Joaquín Caballero Rosiñol,http://curul501.org/congresistas/972
Jorge Terán Juárez,http://curul501.org/congresistas/946
Pedro Pablo Treviño Villarreal,http://curul501.org/congresistas/949
María de la Paloma Villaseñor Vargas,http://curul501.org/congresistas/963
